instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2352,2011-04-12,2,0,4,21,0,2,1,2,41.0,42.42,82.0,19.400000000000002,10,74,84
2353,2011-04-12,2,0,4,22,0,2,1,2,40.0,40.910000000000004,94.0,29.849999999999998,7,47,54
2354,2011-04-12,2,0,4,23,0,2,1,2,40.0,40.910000000000004,94.0,25.369999999999997,8,31,39
2355,2011-04-13,2,0,4,0,0,3,1,2,40.0,40.910000000000004,100.0,29.849999999999998,3,12,15
2356,2011-04-13,2,0,4,1,0,3,1,2,40.0,40.910000000000004,100.0,29.849999999999998,0,1,1
2357,2011-04-13,2,0,4,2,0,3,1,3,40.0,40.910000000000004,100.0,29.849999999999998,0,2,2
2358,2011-04-13,2,0,4,3,0,3,1,3,40.0,40.910000000000004,94.0,32.84,0,2,2
2359,2011-04-13,2,0,4,4,0,3,1,3,40.0,40.910000000000004,94.0,32.84,1,2,3
2360,2011-04-13,2,0,4,5,0,3,1,3,38.0,39.39,94.0,25.369999999999997,1,4,5
2361,2011-04-13,2,0,4,6,0,3,1,3,38.0,39.39,94.0,22.39,1,33,34
2362,2011-04-13,2,0,4,7,0,3,1,3,36.0,34.849999999999994,100.0,22.39,3,67,70
2363,2011-04-13,2,0,4,8,0,3,1,3,38.0,39.39,94.0,19.400000000000002,6,158,164
2364,2011-04-13,2,0,4,9,0,3,1,2,38.0,39.39,94.0,22.39,2,63,65
2365,2011-04-13,2,0,4,10,0,3,1,2,40.0,40.910000000000004,87.0,19.400000000000002,4,42,46
2366,2011-04-13,2,0,4,11,0,3,1,2,41.0,42.42,82.0,19.400000000000002,4,57,61
2367,2011-04-13,2,0,4,12,0,3,1,3,41.0,42.42,82.0,25.369999999999997,12,83,95
2368,2011-04-13,2,0,4,13,0,3,1,2,41.0,43.94,77.0,19.400000000000002,6,55,61
2369,2011-04-13,2,0,4,14,0,3,1,2,41.0,42.42,77.0,25.369999999999997,24,82,106
2370,2011-04-13,2,0,4,15,0,3,1,2,41.0,43.94,72.0,28.360000000000003,12,69,81
2371,2011-04-13,2,0,4,16,0,3,1,1,41.0,45.45,67.0,28.360000000000003,23,119,142
2372,2011-04-13,2,0,4,17,0,3,1,1,41.0,45.45,67.0,29.849999999999998,25,284,309
2373,2011-04-13,2,0,4,18,0,3,1,1,41.0,43.94,62.0,38.81,28,293,321
2374,2011-04-13,2,0,4,19,0,3,1,1,41.0,43.94,62.0,25.369999999999997,15,160,175
2375,2011-04-13,2,0,4,20,0,3,1,1,41.0,43.94,62.0,25.369999999999997,7,119,126
2376,2011-04-13,2,0,4,21,0,3,1,1,41.0,42.42,67.0,16.42,17,100,117
2377,2011-04-13,2,0,4,22,0,3,1,1,41.0,42.42,67.0,19.400000000000002,10,89,99
2378,2011-04-13,2,0,4,23,0,3,1,1,40.0,40.910000000000004,71.0,13.43,5,57,62
2379,2011-04-14,2,0,4,0,0,4,1,1,38.0,39.39,76.0,13.43,3,18,21
2380,2011-04-14,2,0,4,1,0,4,1,1,38.0,39.39,76.0,22.39,1,9,10
2381,2011-04-14,2,0,4,2,0,4,1,1,36.0,34.849999999999994,76.0,13.43,0,3,3
2382,2011-04-14,2,0,4,3,0,4,1,1,34.0,33.33,81.0,13.43,0,2,2
2383,2011-04-14,2,0,4,4,0,4,1,1,34.0,36.36,76.0,0.0,1,8,9
2384,2011-04-14,2,0,4,5,0,4,1,1,34.0,34.849999999999994,76.0,8.959999999999999,2,12,14
2385,2011-04-14,2,0,4,6,0,4,1,1,34.0,34.849999999999994,76.0,10.45,4,66,70
2386,2011-04-14,2,0,4,7,0,4,1,1,38.0,39.39,66.0,0.0,11,182,193
2387,2011-04-14,2,0,4,8,0,4,1,1,41.0,42.42,57.99999999999999,16.42,21,316,337
2388,2011-04-14,2,0,4,9,0,4,1,1,41.0,45.45,51.0,13.43,18,152,170
2389,2011-04-14,2,0,4,10,0,4,1,1,41.0,48.480000000000004,51.0,19.400000000000002,21,68,89
2390,2011-04-14,2,0,4,11,0,4,1,1,41.0,50.0,45.0,16.42,28,87,115
2391,2011-04-14,2,0,4,12,0,4,1,1,41.0,50.0,42.0,13.43,35,110,145
2392,2011-04-14,2,0,4,13,0,4,1,1,41.0,50.0,37.0,22.39,38,121,159
2393,2011-04-14,2,0,4,14,0,4,1,1,41.0,50.0,35.0,8.959999999999999,36,101,137
2394,2011-04-14,2,0,4,15,0,4,1,1,41.0,50.0,31.0,8.959999999999999,57,85,142
2395,2011-04-14,2,0,4,16,0,4,1,1,41.0,50.0,26.0,10.45,49,153,202
2396,2011-04-14,2,0,4,17,0,4,1,1,41.0,50.0,28.000000000000004,0.0,50,338,388
2397,2011-04-14,2,0,4,18,0,4,1,1,41.0,50.0,30.0,0.0,47,290,337
2398,2011-04-14,2,0,4,19,0,4,1,1,41.0,50.0,32.0,0.0,37,222,259
2399,2011-04-14,2,0,4,20,0,4,1,1,41.0,48.480000000000004,51.0,19.400000000000002,22,147,169
2400,2011-04-14,2,0,4,21,0,4,1,1,41.0,45.45,63.0,13.43,19,126,145
2401,2011-04-14,2,0,4,22,0,4,1,1,41.0,46.97,55.00000000000001,10.45,22,82,104
2402,2011-04-14,2,0,4,23,0,4,1,1,41.0,45.45,59.0,10.45,7,40,47
2403,2011-04-15,2,0,4,0,1,5,0,1,41.0,43.94,67.0,0.0,6,21,27
2404,2011-04-15,2,0,4,1,1,5,0,1,41.0,43.94,62.0,0.0,6,9,15
2405,2011-04-15,2,0,4,2,1,5,0,1,40.0,40.910000000000004,76.0,0.0,8,10,18
2406,2011-04-15,2,0,4,3,1,5,0,1,40.0,40.910000000000004,76.0,0.0,0,3,3
2407,2011-04-15,2,0,4,4,1,5,0,1,38.0,39.39,82.0,8.959999999999999,0,3,3
2408,2011-04-15,2,0,4,5,1,5,0,1,36.0,36.36,81.0,10.45,2,11,13
2409,2011-04-15,2,0,4,6,1,5,0,1,36.0,36.36,81.0,8.959999999999999,5,42,47
2410,2011-04-15,2,0,4,7,1,5,0,1,40.0,40.910000000000004,71.0,16.42,10,139,149
2411,2011-04-15,2,0,4,8,1,5,0,1,41.0,43.94,62.0,29.849999999999998,21,279,300
2412,2011-04-15,2,0,4,9,1,5,0,1,41.0,48.480000000000004,55.00000000000001,19.400000000000002,16,162,178
2413,2011-04-15,2,0,4,10,1,5,0,1,41.0,48.480000000000004,55.00000000000001,19.400000000000002,31,91,122
2414,2011-04-15,2,0,4,11,1,5,0,1,41.0,50.0,55.00000000000001,19.400000000000002,41,95,136
2415,2011-04-15,2,0,4,12,1,5,0,1,41.0,50.0,55.00000000000001,28.360000000000003,45,155,200
2416,2011-04-15,2,0,4,13,1,5,0,1,41.0,50.0,52.0,25.369999999999997,47,133,180
2417,2011-04-15,2,0,4,14,1,5,0,1,41.0,50.0,52.0,25.369999999999997,57,106,163
2418,2011-04-15,2,0,4,15,1,5,0,1,41.0,50.0,52.0,44.78,50,112,162
2419,2011-04-15,2,0,4,16,1,5,0,1,41.0,50.0,55.00000000000001,49.25,70,173,243
2420,2011-04-15,2,0,4,17,1,5,0,2,41.0,48.480000000000004,63.0,38.81,64,267,331
2421,2011-04-15,2,0,4,18,1,5,0,2,41.0,45.45,67.0,38.81,47,216,263
2422,2011-04-15,2,0,4,19,1,5,0,1,41.0,42.42,77.0,38.81,41,168,209
2423,2011-04-15,2,0,4,20,1,5,0,2,40.0,40.910000000000004,76.0,32.84,26,92,118
2424,2011-04-15,2,0,4,21,1,5,0,2,40.0,40.910000000000004,76.0,29.849999999999998,25,77,102
2425,2011-04-15,2,0,4,22,1,5,0,2,38.0,39.39,82.0,38.81,16,64,80
2426,2011-04-15,2,0,4,23,1,5,0,2,36.0,34.849999999999994,81.0,19.400000000000002,8,56,64
2427,2011-04-16,2,0,4,0,0,6,0,2,36.0,34.849999999999994,81.0,22.39,7,36,43
2428,2011-04-16,2,0,4,1,0,6,0,2,36.0,33.33,87.0,28.360000000000003,5,28,33
2429,2011-04-16,2,0,4,2,0,6,0,2,36.0,34.849999999999994,87.0,13.43,5,19,24
2430,2011-04-16,2,0,4,3,0,6,0,2,36.0,34.849999999999994,87.0,16.42,5,9,14
2431,2011-04-16,2,0,4,4,0,6,0,2,36.0,34.849999999999994,87.0,22.39,1,4,5
2432,2011-04-16,2,0,4,5,0,6,0,2,38.0,39.39,87.0,28.360000000000003,1,3,4
2433,2011-04-16,2,0,4,6,0,6,0,3,40.0,40.910000000000004,82.0,32.84,1,9,10
2434,2011-04-16,2,0,4,7,0,6,0,2,40.0,40.910000000000004,82.0,41.79,3,18,21
2435,2011-04-16,2,0,4,8,0,6,0,3,40.0,40.910000000000004,87.0,35.82,7,38,45
2436,2011-04-16,2,0,4,9,0,6,0,3,40.0,40.910000000000004,100.0,29.849999999999998,2,27,29
2437,2011-04-16,2,0,4,10,0,6,0,3,41.0,42.42,94.0,38.81,1,21,22
2438,2011-04-16,2,0,4,11,0,6,0,3,41.0,42.42,94.0,44.78,4,27,31
2439,2011-04-16,2,0,4,12,0,6,0,2,41.0,45.45,88.0,58.209999999999994,6,26,32
2440,2011-04-16,2,0,4,13,0,6,0,3,41.0,45.45,94.0,52.239999999999995,9,49,58
2441,2011-04-16,2,0,4,14,0,6,0,3,41.0,50.0,83.0,58.209999999999994,14,49,63
2442,2011-04-16,2,0,4,15,0,6,0,3,41.0,50.0,83.0,58.209999999999994,16,62,78
2443,2011-04-16,2,0,4,16,0,6,0,3,41.0,48.480000000000004,88.0,46.27,6,27,33
2444,2011-04-16,2,0,4,17,0,6,0,3,41.0,48.480000000000004,88.0,58.209999999999994,1,14,15
2445,2011-04-16,2,0,4,18,0,6,0,2,41.0,48.480000000000004,94.0,38.81,6,32,38
2446,2011-04-16,2,0,4,19,0,6,0,2,41.0,50.0,94.0,41.79,9,62,71
2447,2011-04-16,2,0,4,20,0,6,0,3,41.0,43.94,94.0,22.39,4,49,53
2448,2011-04-16,2,0,4,21,0,6,0,2,41.0,43.94,94.0,0.0,1,13,14
2449,2011-04-16,2,0,4,22,0,6,0,3,41.0,42.42,100.0,0.0,2,22,24
2450,2011-04-16,2,0,4,23,0,6,0,2,41.0,43.94,77.0,28.360000000000003,5,30,35
2451,2011-04-17,2,0,4,0,0,0,0,2,41.0,43.94,77.0,28.360000000000003,4,29,33
2452,2011-04-17,2,0,4,1,0,0,0,1,41.0,42.42,67.0,22.39,6,25,31
2453,2011-04-17,2,0,4,2,0,0,0,1,40.0,40.910000000000004,62.0,19.400000000000002,4,25,29
2454,2011-04-17,2,0,4,3,0,0,0,1,40.0,40.910000000000004,66.0,13.43,12,13,25
2455,2011-04-17,2,0,4,4,0,0,0,1,36.0,36.36,76.0,10.45,2,5,7
2456,2011-04-17,2,0,4,5,0,0,0,1,36.0,34.849999999999994,71.0,16.42,2,1,3
2457,2011-04-17,2,0,4,6,0,0,0,1,36.0,31.819999999999997,66.0,44.78,3,5,8
2458,2011-04-17,2,0,4,7,0,0,0,1,36.0,33.33,50.0,35.82,2,14,16
2459,2011-04-17,2,0,4,8,0,0,0,1,38.0,39.39,46.0,38.81,7,36,43
2460,2011-04-17,2,0,4,9,0,0,0,1,40.0,40.910000000000004,43.0,28.360000000000003,31,71,102
2461,2011-04-17,2,0,4,10,0,0,0,1,41.0,42.42,44.0,44.78,91,120,211
2462,2011-04-17,2,0,4,11,0,0,0,1,41.0,45.45,41.0,41.79,119,185,304
2463,2011-04-17,2,0,4,12,0,0,0,1,41.0,45.45,38.0,38.81,167,187,354
2464,2011-04-17,2,0,4,13,0,0,0,1,41.0,48.480000000000004,34.0,38.81,181,162,343
2465,2011-04-17,2,0,4,14,0,0,0,1,41.0,50.0,34.0,38.81,170,191,361
2466,2011-04-17,2,0,4,15,0,0,0,1,41.0,50.0,32.0,52.239999999999995,179,209,388
2467,2011-04-17,2,0,4,16,0,0,0,1,41.0,50.0,30.0,35.82,161,182,343
2468,2011-04-17,2,0,4,17,0,0,0,1,41.0,50.0,30.0,44.78,143,163,306
2469,2011-04-17,2,0,4,18,0,0,0,1,41.0,50.0,30.0,38.81,102,175,277
2470,2011-04-17,2,0,4,19,0,0,0,1,41.0,50.0,30.0,29.849999999999998,75,135,210
2471,2011-04-17,2,0,4,20,0,0,0,1,41.0,50.0,36.0,19.400000000000002,44,97,141
2472,2011-04-17,2,0,4,21,0,0,0,1,41.0,48.480000000000004,42.0,19.400000000000002,13,70,83
2473,2011-04-17,2,0,4,22,0,0,0,1,41.0,48.480000000000004,39.0,10.45,21,49,70
2474,2011-04-17,2,0,4,23,0,0,0,1,41.0,43.94,67.0,16.42,19,37,56
2475,2011-04-18,2,0,4,0,0,1,1,1,41.0,45.45,47.0,8.959999999999999,15,24,39
2476,2011-04-18,2,0,4,1,0,1,1,1,41.0,45.45,47.0,13.43,11,8,19
2477,2011-04-18,2,0,4,2,0,1,1,1,41.0,42.42,67.0,10.45,14,2,16
2478,2011-04-18,2,0,4,3,0,1,1,1,41.0,42.42,62.0,10.45,6,1,7
2479,2011-04-18,2,0,4,4,0,1,1,1,40.0,40.910000000000004,87.0,16.42,2,4,6
2480,2011-04-18,2,0,4,5,0,1,1,1,40.0,40.910000000000004,76.0,8.959999999999999,0,16,16
2481,2011-04-18,2,0,4,6,0,1,1,1,40.0,40.910000000000004,82.0,0.0,3,51,54
2482,2011-04-18,2,0,4,7,0,1,1,1,41.0,45.45,63.0,0.0,12,156,168
2483,2011-04-18,2,0,4,8,0,1,1,1,41.0,45.45,63.0,0.0,20,277,297
2484,2011-04-18,2,0,4,9,0,1,1,2,41.0,48.480000000000004,55.00000000000001,10.45,37,132,169
2485,2011-04-18,2,0,4,10,0,1,1,2,41.0,50.0,55.00000000000001,10.45,41,68,109
2486,2011-04-18,2,0,4,11,0,1,1,2,41.0,50.0,52.0,8.959999999999999,36,87,123
2487,2011-04-18,2,0,4,12,0,1,1,2,41.0,50.0,49.0,8.959999999999999,60,124,184
2488,2011-04-18,2,0,4,13,0,1,1,2,41.0,50.0,49.0,16.42,41,128,169
2489,2011-04-18,2,0,4,14,0,1,1,2,41.0,50.0,49.0,19.400000000000002,49,95,144
2490,2011-04-18,2,0,4,15,0,1,1,2,41.0,50.0,43.0,19.400000000000002,64,112,176
2491,2011-04-18,2,0,4,16,0,1,1,1,41.0,50.0,46.0,28.360000000000003,40,165,205
2492,2011-04-18,2,0,4,17,0,1,1,1,41.0,50.0,49.0,28.360000000000003,66,362,428
2493,2011-04-18,2,0,4,18,0,1,1,1,41.0,50.0,31.0,35.82,41,321,362
2494,2011-04-18,2,0,4,19,0,1,1,1,41.0,50.0,46.0,25.369999999999997,42,244,286
2495,2011-04-18,2,0,4,20,0,1,1,1,41.0,50.0,33.0,29.849999999999998,29,136,165
2496,2011-04-18,2,0,4,21,0,1,1,1,41.0,50.0,37.0,28.360000000000003,20,131,151
2497,2011-04-18,2,0,4,22,0,1,1,1,41.0,50.0,55.00000000000001,28.360000000000003,9,81,90
2498,2011-04-18,2,0,4,23,0,1,1,1,41.0,48.480000000000004,59.0,25.369999999999997,11,35,46
2499,2011-04-19,2,0,4,0,0,2,1,1,41.0,48.480000000000004,55.00000000000001,22.39,2,23,25
2500,2011-04-19,2,0,4,1,0,2,1,1,41.0,45.45,63.0,22.39,5,2,7
2501,2011-04-19,2,0,4,2,0,2,1,1,41.0,45.45,67.0,28.360000000000003,8,5,13
2502,2011-04-19,2,0,4,3,0,2,1,1,41.0,46.97,63.0,22.39,0,3,3
2503,2011-04-19,2,0,4,4,0,2,1,1,41.0,45.45,67.0,8.959999999999999,1,4,5
2504,2011-04-19,2,0,4,5,0,2,1,2,41.0,45.45,72.0,19.400000000000002,1,17,18
2505,2011-04-19,2,0,4,6,0,2,1,2,41.0,46.97,67.0,0.0,2,63,65
2506,2011-04-19,2,0,4,7,0,2,1,2,41.0,50.0,55.00000000000001,0.0,22,166,188
2507,2011-04-19,2,0,4,8,0,2,1,2,41.0,48.480000000000004,68.0,13.43,20,331,351
2508,2011-04-19,2,0,4,9,0,2,1,3,41.0,50.0,63.0,8.959999999999999,23,139,162
2509,2011-04-19,2,0,4,10,0,2,1,2,41.0,48.480000000000004,72.0,22.39,15,60,75
2510,2011-04-19,2,0,4,11,0,2,1,2,41.0,50.0,68.0,16.42,19,53,72
2511,2011-04-19,2,0,4,12,0,2,1,2,41.0,50.0,64.0,8.959999999999999,19,84,103
2512,2011-04-19,2,0,4,13,0,2,1,2,41.0,50.0,68.0,22.39,26,103,129
2513,2011-04-19,2,0,4,14,0,2,1,2,41.0,50.0,64.0,19.400000000000002,19,88,107
2514,2011-04-19,2,0,4,15,0,2,1,2,41.0,50.0,65.0,16.42,44,83,127
2515,2011-04-19,2,0,4,16,0,2,1,1,41.0,50.0,52.0,29.849999999999998,30,162,192
2516,2011-04-19,2,0,4,17,0,2,1,1,41.0,50.0,60.0,10.45,39,372,411
2517,2011-04-19,2,0,4,18,0,2,1,2,41.0,50.0,64.0,13.43,44,377,421
2518,2011-04-19,2,0,4,19,0,2,1,2,41.0,48.480000000000004,72.0,19.400000000000002,28,248,276
2519,2011-04-19,2,0,4,20,0,2,1,2,41.0,48.480000000000004,72.0,22.39,20,148,168
2520,2011-04-19,2,0,4,21,0,2,1,2,41.0,48.480000000000004,72.0,13.43,8,114,122
2521,2011-04-19,2,0,4,22,0,2,1,1,41.0,46.97,77.0,8.959999999999999,3,109,112
2522,2011-04-19,2,0,4,23,0,2,1,1,41.0,45.45,88.0,8.959999999999999,11,41,52
2523,2011-04-20,2,0,4,0,0,3,1,1,41.0,43.94,88.0,13.43,4,29,33
2524,2011-04-20,2,0,4,1,0,3,1,1,41.0,42.42,94.0,16.42,2,5,7
2525,2011-04-20,2,0,4,2,0,3,1,1,41.0,42.42,94.0,16.42,0,2,2
2526,2011-04-20,2,0,4,3,0,3,1,1,41.0,42.42,94.0,0.0,0,2,2
2527,2011-04-20,2,0,4,4,0,3,1,1,40.0,40.910000000000004,100.0,10.45,5,4,9
2528,2011-04-20,2,0,4,5,0,3,1,1,40.0,40.910000000000004,94.0,19.400000000000002,1,14,15
2529,2011-04-20,2,0,4,6,0,3,1,1,41.0,42.42,94.0,16.42,2,62,64
2530,2011-04-20,2,0,4,7,0,3,1,1,41.0,43.94,94.0,0.0,26,211,237
2531,2011-04-20,2,0,4,8,0,3,1,1,41.0,50.0,69.0,46.27,22,374,396
2532,2011-04-20,2,0,4,9,0,3,1,1,41.0,50.0,61.0,28.360000000000003,27,170,197
2533,2011-04-20,2,0,4,10,0,3,1,1,41.0,50.0,69.0,8.959999999999999,45,86,131
2534,2011-04-20,2,0,4,11,0,3,1,1,41.0,50.0,69.0,8.959999999999999,31,87,118
2535,2011-04-20,2,0,4,12,0,3,1,1,41.0,50.0,48.0,38.81,28,117,145
2536,2011-04-20,2,0,4,13,0,3,1,1,41.0,50.0,48.0,38.81,42,135,177
2537,2011-04-20,2,0,4,14,0,3,1,1,41.0,50.0,40.0,46.27,33,115,148
2538,2011-04-20,2,0,4,15,0,3,1,2,41.0,50.0,35.0,35.82,32,113,145
2539,2011-04-20,2,0,4,16,0,3,1,2,41.0,50.0,35.0,35.82,54,201,255
2540,2011-04-20,2,0,4,17,0,3,1,2,41.0,50.0,37.0,41.79,34,398,432
2541,2011-04-20,2,0,4,18,0,3,1,1,41.0,50.0,30.0,35.82,56,385,441
2542,2011-04-20,2,0,4,19,0,3,1,1,41.0,50.0,32.0,25.369999999999997,74,309,383
2543,2011-04-20,2,0,4,20,0,3,1,1,41.0,50.0,32.0,10.45,31,194,225
2544,2011-04-20,2,0,4,21,0,3,1,1,41.0,50.0,36.0,28.360000000000003,38,134,172
2545,2011-04-20,2,0,4,22,0,3,1,1,41.0,50.0,41.0,25.369999999999997,12,105,117
2546,2011-04-20,2,0,4,23,0,3,1,1,41.0,50.0,40.0,32.84,14,79,93
2547,2011-04-21,2,0,4,0,0,4,1,1,41.0,50.0,43.0,35.82,11,33,44
2548,2011-04-21,2,0,4,1,0,4,1,1,41.0,50.0,45.0,22.39,6,20,26
2549,2011-04-21,2,0,4,2,0,4,1,1,41.0,48.480000000000004,42.0,38.81,3,10,13
2550,2011-04-21,2,0,4,3,0,4,1,2,41.0,45.45,51.0,46.27,4,3,7
2551,2011-04-21,2,0,4,4,0,4,1,2,41.0,43.94,54.0,44.78,2,4,6
2552,2011-04-21,2,0,4,5,0,4,1,2,41.0,42.42,54.0,55.22,0,14,14
2553,2011-04-21,2,0,4,6,0,4,1,2,40.0,40.910000000000004,57.99999999999999,58.209999999999994,2,73,75
2554,2011-04-21,2,0,4,7,0,4,1,2,41.0,42.42,47.0,46.27,15,183,198
2555,2011-04-21,2,0,4,8,0,4,1,2,40.0,40.910000000000004,50.0,49.25,19,346,365
2556,2011-04-21,2,0,4,9,0,4,1,2,41.0,42.42,47.0,28.360000000000003,18,178,196
2557,2011-04-21,2,0,4,10,0,4,1,1,41.0,42.42,44.0,35.82,25,73,98
2558,2011-04-21,2,0,4,11,0,4,1,1,41.0,43.94,41.0,28.360000000000003,34,99,133
2559,2011-04-21,2,0,4,12,0,4,1,1,41.0,45.45,38.0,16.42,49,150,199
2560,2011-04-21,2,0,4,13,0,4,1,1,41.0,46.97,33.0,32.84,55,122,177
2561,2011-04-21,2,0,4,14,0,4,1,1,41.0,48.480000000000004,34.0,38.81,68,160,228
2562,2011-04-21,2,0,4,15,0,4,1,1,41.0,50.0,28.999999999999996,41.79,69,166,235
2563,2011-04-21,2,0,4,16,0,4,1,1,41.0,50.0,27.0,35.82,66,228,294
2564,2011-04-21,2,0,4,17,0,4,1,1,41.0,48.480000000000004,28.999999999999996,16.42,79,402,481
2565,2011-04-21,2,0,4,18,0,4,1,1,41.0,48.480000000000004,25.0,28.360000000000003,71,381,452
2566,2011-04-21,2,0,4,19,0,4,1,1,41.0,45.45,28.000000000000004,28.360000000000003,52,272,324
2567,2011-04-21,2,0,4,20,0,4,1,1,41.0,43.94,30.0,13.43,28,176,204
2568,2011-04-21,2,0,4,21,0,4,1,1,41.0,42.42,47.0,19.400000000000002,25,159,184
2569,2011-04-21,2,0,4,22,0,4,1,1,41.0,42.42,38.0,8.959999999999999,31,106,137
2570,2011-04-21,2,0,4,23,0,4,1,1,40.0,40.910000000000004,43.0,10.45,13,86,99
2571,2011-04-22,2,0,4,0,0,5,1,1,36.0,34.849999999999994,62.0,19.400000000000002,3,30,33
2572,2011-04-22,2,0,4,1,0,5,1,1,36.0,33.33,53.0,25.369999999999997,2,22,24
2573,2011-04-22,2,0,4,2,0,5,1,1,36.0,33.33,53.0,29.849999999999998,2,7,9
2574,2011-04-22,2,0,4,3,0,5,1,1,36.0,33.33,53.0,29.849999999999998,0,2,2
2575,2011-04-22,2,0,4,4,0,5,1,1,34.0,31.819999999999997,53.0,28.360000000000003,1,2,3
2576,2011-04-22,2,0,4,5,0,5,1,1,34.0,31.819999999999997,53.0,22.39,0,16,16
2577,2011-04-22,2,0,4,6,0,5,1,1,34.0,31.819999999999997,53.0,28.360000000000003,2,47,49
2578,2011-04-22,2,0,4,7,0,5,1,2,34.0,31.819999999999997,53.0,28.360000000000003,5,175,180
2579,2011-04-22,2,0,4,8,0,5,1,2,34.0,31.819999999999997,53.0,25.369999999999997,15,331,346
2580,2011-04-22,2,0,4,9,0,5,1,3,34.0,30.3,61.0,29.849999999999998,17,178,195
2581,2011-04-22,2,0,4,10,0,5,1,2,36.0,34.849999999999994,62.0,19.400000000000002,32,104,136
2582,2011-04-22,2,0,4,11,0,5,1,3,34.0,33.33,66.0,19.400000000000002,23,83,106
2583,2011-04-22,2,0,4,12,0,5,1,3,34.0,33.33,76.0,13.43,19,61,80
2584,2011-04-22,2,0,4,13,0,5,1,3,34.0,33.33,87.0,19.400000000000002,3,37,40
2585,2011-04-22,2,0,4,14,0,5,1,3,34.0,31.819999999999997,87.0,25.369999999999997,3,33,36
2586,2011-04-22,2,0,4,15,0,5,1,3,34.0,33.33,87.0,19.400000000000002,13,62,75
2587,2011-04-22,2,0,4,16,0,5,1,3,34.0,33.33,87.0,13.43,4,58,62
2588,2011-04-22,2,0,4,17,0,5,1,3,32.0,30.3,93.0,22.39,6,63,69
2589,2011-04-22,2,0,4,18,0,5,1,3,32.0,30.3,93.0,22.39,4,47,51
2590,2011-04-22,2,0,4,19,0,5,1,3,32.0,30.3,93.0,22.39,7,48,55
2591,2011-04-22,2,0,4,20,0,5,1,3,32.0,30.3,87.0,22.39,8,39,47
2592,2011-04-22,2,0,4,21,0,5,1,3,30.0,30.3,93.0,16.42,5,23,28
2593,2011-04-22,2,0,4,22,0,5,1,3,30.0,30.3,100.0,13.43,3,21,24
2594,2011-04-22,2,0,4,23,0,5,1,3,32.0,33.33,93.0,10.45,0,17,17
2595,2011-04-23,2,0,4,0,0,6,0,2,32.0,31.819999999999997,100.0,19.400000000000002,0,18,18
2596,2011-04-23,2,0,4,1,0,6,0,2,32.0,31.819999999999997,100.0,19.400000000000002,5,11,16
2597,2011-04-23,2,0,4,2,0,6,0,3,32.0,33.33,100.0,13.43,3,14,17
2598,2011-04-23,2,0,4,3,0,6,0,3,32.0,33.33,100.0,8.959999999999999,0,4,4
2599,2011-04-23,2,0,4,4,0,6,0,3,34.0,36.36,100.0,0.0,2,3,5
2600,2011-04-23,2,0,4,5,0,6,0,3,34.0,36.36,100.0,0.0,1,6,7
2601,2011-04-23,2,0,4,6,0,6,0,2,34.0,33.33,100.0,16.42,0,11,11
2602,2011-04-23,2,0,4,7,0,6,0,3,34.0,33.33,100.0,16.42,2,17,19
2603,2011-04-23,2,0,4,8,0,6,0,2,36.0,33.33,100.0,25.369999999999997,15,32,47
2604,2011-04-23,2,0,4,9,0,6,0,2,38.0,39.39,94.0,29.849999999999998,13,55,68
2605,2011-04-23,2,0,4,10,0,6,0,2,41.0,42.42,88.0,22.39,36,93,129
2606,2011-04-23,2,0,4,11,0,6,0,2,41.0,45.45,88.0,22.39,68,164,232
2607,2011-04-23,2,0,4,12,0,6,0,1,41.0,50.0,83.0,41.79,94,197,291
2608,2011-04-23,2,0,4,13,0,6,0,1,41.0,50.0,83.0,38.81,126,186,312
2609,2011-04-23,2,0,4,14,0,6,0,1,41.0,50.0,78.0,35.82,182,209,391
2610,2011-04-23,2,0,4,15,0,6,0,1,41.0,50.0,73.0,38.81,171,226,397
2611,2011-04-23,2,0,4,16,0,6,0,1,41.0,50.0,73.0,28.360000000000003,180,246,426
2612,2011-04-23,2,0,4,17,0,6,0,1,41.0,50.0,73.0,32.84,168,215,383
2613,2011-04-23,2,0,4,18,0,6,0,1,41.0,50.0,78.0,19.400000000000002,149,227,376
2614,2011-04-23,2,0,4,19,0,6,0,1,41.0,50.0,83.0,28.360000000000003,84,199,283
2615,2011-04-23,2,0,4,20,0,6,0,2,41.0,50.0,88.0,25.369999999999997,45,138,183
2616,2011-04-23,2,0,4,21,0,6,0,2,41.0,50.0,83.0,28.360000000000003,32,103,135
2617,2011-04-23,2,0,4,22,0,6,0,2,41.0,50.0,78.0,25.369999999999997,55,114,169
2618,2011-04-23,2,0,4,23,0,6,0,2,41.0,50.0,88.0,16.42,31,86,117
2619,2011-04-24,2,0,4,0,0,0,0,1,41.0,50.0,83.0,22.39,30,66,96
2620,2011-04-24,2,0,4,1,0,0,0,1,41.0,48.480000000000004,88.0,19.400000000000002,14,40,54
2621,2011-04-24,2,0,4,2,0,0,0,1,41.0,48.480000000000004,88.0,19.400000000000002,27,45,72
2622,2011-04-24,2,0,4,3,0,0,0,1,41.0,48.480000000000004,94.0,8.959999999999999,4,20,24
2623,2011-04-24,2,0,4,4,0,0,0,1,41.0,48.480000000000004,94.0,8.959999999999999,0,5,5
